"AGEP","SCHL","SSP","WAGP","WKHP","DIS","HICOV","PERNP","PINCP","POVPIP","POVERTY"
7,"04",NA,NA,NA,2,1,NA,NA,80,TRUE
4,"01",NA,NA,NA,2,1,NA,NA,80,TRUE
38,"19",0,38400,30,2,1,38400,38400,271,FALSE
37,"22",0,42000,45,2,1,42000,42000,271,FALSE
12,"10",NA,NA,NA,2,1,NA,NA,271,FALSE
11,"07",NA,NA,NA,2,1,NA,NA,271,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,271,FALSE
34,"24",0,150000,45,2,1,150000,155000,501,FALSE
33,"21",0,24000,30,2,1,24000,24000,501,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,501,FALSE
6,"02",NA,NA,NA,2,1,NA,NA,501,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
62,"19",0,40000,60,1,1,40000,40000,501,FALSE
62,"20",0,54000,40,2,1,54000,54000,501,FALSE
72,"18",23600,39100,40,2,1,39100,77300,501,FALSE
40,"17",0,30000,40,2,2,30000,30000,501,FALSE
36,"21",0,20000,30,2,2,20000,23000,501,FALSE
27,"21",0,52000,24,2,1,52000,52000,497,FALSE
30,"21",0,41000,40,2,1,47100,47100,497,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,497,FALSE
27,"19",0,60000,45,2,1,60000,60030,501,FALSE
30,"21",0,0,50,2,1,25000,25000,501,FALSE
61,"21",0,58000,35,2,1,58000,58000,501,FALSE
61,"19",0,48000,30,2,1,48000,48000,501,FALSE
45,"22",0,50000,40,2,1,50000,50100,154,FALSE
45,"21",0,11000,15,2,1,11000,11000,154,FALSE
20,"16",0,0,NA,2,1,0,0,154,FALSE
18,"15",0,600,40,2,1,600,600,154,FALSE
18,"14",0,0,NA,2,1,0,0,154,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,154,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,154,FALSE
47,"24",0,188000,40,2,1,188000,188000,501,FALSE
50,"19",0,0,NA,2,1,0,0,501,FALSE
22,"16",0,20000,40,2,1,20000,20000,501,FALSE
20,"16",0,6000,40,2,1,6000,6000,501,FALSE
19,"19",0,15000,40,2,1,15000,15000,501,FALSE
25,"21",0,88000,40,1,1,88000,96000,501,FALSE
25,"21",0,32000,40,2,1,32000,32000,251,FALSE
28,"16",0,40000,43,2,1,40000,40000,501,FALSE
29,"17",0,120000,72,2,1,120000,120000,501,FALSE
20,"18",0,15000,40,2,1,15000,15000,501,FALSE
15,"11",0,0,NA,2,1,NA,0,501,FALSE
53,"16",0,85000,65,2,1,85000,85000,501,FALSE
45,"16",0,0,NA,2,1,0,0,501,FALSE
58,"19",0,30000,40,2,1,30000,30000,250,FALSE
58,"19",12000,0,NA,2,1,0,12000,250,FALSE
74,"19",4600,0,NA,2,1,0,16600,160,FALSE
73,"20",7300,0,NA,2,1,0,7300,160,FALSE
50,"20",0,93000,45,2,1,92580,93050,475,FALSE
49,"18",0,49000,50,2,1,49000,49000,475,FALSE
27,"15",0,22000,35,2,1,22000,22000,475,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,475,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,475,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,475,FALSE
28,"20",0,23000,40,2,1,23000,23000,475,FALSE
32,"21",0,48000,60,2,1,48000,48000,375,FALSE
20,"19",0,3800,27,2,2,3800,3800,29,TRUE
24,"11",0,18700,45,2,1,18700,18700,145,FALSE
23,"21",0,10000,30,2,1,10000,10000,78,TRUE
84,"21",17000,0,NA,1,1,0,41000,346,FALSE
79,"20",7000,0,NA,2,1,0,11000,346,FALSE
53,"16",0,42000,44,2,1,42000,42000,327,FALSE
41,"21",0,60000,40,2,1,60000,60000,335,FALSE
41,"19",0,45000,50,2,1,37300,37300,335,FALSE
16,"13",0,1800,25,2,1,2500,2500,335,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,335,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,335,FALSE
43,"20",0,78000,43,2,1,78000,78000,501,FALSE
54,"21",0,45000,40,2,1,47000,47000,277,FALSE
17,"14",0,800,10,2,1,800,800,277,FALSE
38,"21",0,33000,40,2,1,33000,33000,255,FALSE
39,"16",0,33500,40,2,1,33500,33500,259,FALSE
20,"13",0,33000,40,2,1,33000,33000,116,FALSE
24,"13",0,6100,40,2,1,6100,6100,116,FALSE
4,"02",NA,NA,NA,2,1,NA,NA,116,FALSE
3,"01",NA,NA,NA,1,1,NA,NA,116,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,116,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,116,FALSE
40,"21",0,62000,40,2,2,62000,62000,189,FALSE
35,"20",0,1000,6,2,2,1000,1000,189,FALSE
14,"11",NA,NA,NA,2,2,NA,NA,189,FALSE
11,"08",NA,NA,NA,2,2,NA,NA,189,FALSE
9,"06",NA,NA,NA,2,2,NA,NA,189,FALSE
7,"04",NA,NA,NA,2,2,NA,NA,189,FALSE
56,"20",0,75000,60,2,1,75000,75000,501,FALSE
53,"21",0,85000,60,2,1,85000,85000,501,FALSE
19,"19",0,2000,15,2,1,2000,2000,501,FALSE
17,"14",0,2000,15,2,1,2000,2000,501,FALSE
68,"18",24000,3000,16,2,1,3000,27000,225,FALSE
63,"16",12000,0,NA,2,1,0,12000,395,FALSE
58,"22",0,51000,40,2,1,51000,51000,395,FALSE
31,"16",8800,1500,4,1,1,1500,13200,395,FALSE
73,"19",8200,0,NA,1,1,0,35200,295,FALSE
29,"21",0,70000,55,2,1,70000,71000,501,FALSE
67,"19",7500,42000,40,2,1,42000,53000,464,FALSE
65,"16",0,17000,30,2,1,17000,17000,464,FALSE
92,"18",25000,0,NA,1,1,0,46400,389,FALSE
40,"21",0,60000,40,2,1,60000,60100,464,FALSE
41,"18",0,56000,45,2,1,56000,56000,464,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,464,FALSE
7,"03",NA,NA,NA,2,1,NA,NA,464,FALSE
38,"18",0,36000,40,2,1,36000,36000,401,FALSE
36,"18",0,65000,50,2,1,65000,65000,401,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,401,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,401,FALSE
77,"23",15900,0,NA,2,1,0,80900,501,FALSE
31,"22",0,55000,40,2,1,55000,55000,429,FALSE
56,"01",0,0,NA,2,1,0,9900,75,TRUE
25,"18",0,30000,45,2,1,30000,30000,277,FALSE
24,"16",0,25000,45,2,1,25000,25000,277,FALSE
4,"02",NA,NA,NA,2,1,NA,NA,277,FALSE
45,"21",0,60000,60,2,1,60000,60000,232,FALSE
43,"21",0,23000,25,1,1,23000,23000,232,FALSE
19,"16",0,0,NA,2,1,0,0,232,FALSE
16,"13",0,0,NA,2,1,0,0,232,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,232,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,232,FALSE
38,"18",0,0,NA,2,1,0,0,232,FALSE
35,"18",0,40000,55,2,1,40000,40000,232,FALSE
6,"03",NA,NA,NA,1,1,NA,NA,232,FALSE
43,"16",0,3600,2,2,1,3600,3600,212,FALSE
47,"19",0,40000,50,2,1,40000,40000,212,FALSE
19,"16",0,20000,40,2,1,20000,20000,212,FALSE
16,"14",0,0,NA,2,1,0,0,212,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,212,FALSE
45,"21",0,300,17,2,1,300,300,435,FALSE
45,"22",0,108000,60,2,1,108000,108000,435,FALSE
15,"12",0,0,NA,2,1,NA,0,435,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,435,FALSE
55,"24",0,0,NA,2,1,0,234000,501,FALSE
8,"06",NA,NA,NA,2,1,NA,NA,501,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,501,FALSE
30,"20",0,0,NA,2,1,0,1000,338,FALSE
33,"18",0,0,70,2,1,1e+05,1e+05,338,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,338,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,338,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,338,FALSE
47,"22",0,225000,70,2,1,225000,225000,501,FALSE
48,"22",0,25000,40,2,1,25000,25000,501,FALSE
18,"18",0,0,5,2,1,830,830,501,FALSE
23,"16",0,65000,40,2,1,65000,65000,501,FALSE
34,"21",0,65000,36,2,1,65000,65000,501,FALSE
35,"16",0,52000,45,2,1,70000,70000,501,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,501,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,501,FALSE
49,"17",0,90000,40,2,1,90000,90000,501,FALSE
46,"21",0,37000,40,2,1,37000,37000,501,FALSE
20,"16",0,29000,38,2,1,29000,29000,501,FALSE
19,"16",0,0,NA,2,1,0,0,501,FALSE
28,"21",0,87000,40,2,1,87000,87000,501,FALSE
29,"21",0,30000,40,2,1,30000,31000,501,FALSE
88,"18",1800,0,NA,2,1,0,5700,97,TRUE
82,"18",9000,0,NA,2,1,0,9000,97,TRUE
30,"18",0,28000,48,2,1,28000,28000,215,FALSE
24,"21",0,0,NA,2,1,0,0,0,TRUE
3,"02",NA,NA,NA,2,1,NA,NA,NA,NA
79,"19",9300,0,NA,2,1,0,82000,501,FALSE
77,"19",12900,0,NA,2,1,0,25800,501,FALSE
70,"18",18000,2400,40,2,1,2400,24000,286,FALSE
49,"16",13200,0,NA,1,1,0,19200,286,FALSE
59,"16",0,46000,35,2,1,46000,46000,357,FALSE
64,"19",0,26400,40,2,2,26400,26400,205,FALSE
56,"21",0,4500,20,2,1,4500,4500,501,FALSE
57,"21",0,0,40,2,1,80000,80000,501,FALSE
24,"19",0,30000,40,2,1,30000,30000,501,FALSE
24,"16",0,15000,40,2,1,15000,15000,182,FALSE
22,"20",0,15000,40,2,1,15000,15000,182,FALSE
46,"24",0,102000,40,2,1,102000,103500,468,FALSE
48,"24",0,50000,30,2,1,50000,50000,468,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,468,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,468,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,468,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,468,FALSE
41,"20",0,45000,40,2,1,45000,45000,346,FALSE
30,"19",0,29800,42,2,1,29800,29800,302,FALSE
24,"21",0,30000,35,2,1,30000,30000,302,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,302,FALSE
55,"22",0,52000,40,2,1,52000,52500,501,FALSE
56,"21",0,80000,45,2,1,80000,80030,501,FALSE
28,"22",0,40000,40,2,1,40000,40010,501,FALSE
25,"16",0,800,40,2,1,800,800,501,FALSE
30,"21",0,40500,40,2,1,40500,40500,313,FALSE
59,"18",0,42000,40,2,1,42000,60400,238,FALSE
32,"16",0,0,NA,2,1,0,10000,238,FALSE
13,"11",NA,NA,NA,2,1,NA,NA,238,FALSE
12,"08",NA,NA,NA,2,1,NA,NA,238,FALSE
11,"07",NA,NA,NA,1,1,NA,NA,238,FALSE
63,"22",0,49000,45,2,1,49000,49000,384,FALSE
38,"20",0,35000,40,2,1,35000,35000,390,FALSE
24,"19",0,30000,35,2,1,30000,30000,390,FALSE
23,"18",0,8000,20,2,1,8000,8000,61,TRUE
52,"21",0,76000,40,2,1,76000,76000,384,FALSE
46,"19",0,0,22,2,1,11700,11700,384,FALSE
26,"19",0,39200,40,2,1,39200,39200,384,FALSE
18,"14",0,6400,15,2,1,6400,6400,384,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,384,FALSE
11,"07",NA,NA,NA,2,1,NA,NA,384,FALSE
79,"22",14400,0,NA,2,1,0,32500,501,FALSE
81,"22",34300,0,NA,2,1,0,101300,501,FALSE
75,"18",26000,0,NA,2,1,0,66000,501,FALSE
72,"19",10500,0,NA,2,1,0,10500,501,FALSE
48,"18",0,85000,45,2,1,85000,85000,336,FALSE
42,"18",0,0,NA,2,1,0,0,336,FALSE
5,"03",NA,NA,NA,2,1,NA,NA,336,FALSE
9,"07",NA,NA,NA,2,1,NA,NA,336,FALSE
35,"21",0,55000,20,2,1,55000,55000,501,FALSE
39,"22",0,1e+05,60,2,1,1e+05,114500,501,FALSE
11,"09",NA,NA,NA,2,1,NA,NA,501,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,501,FALSE
7,"05",NA,NA,NA,2,1,NA,NA,501,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,501,FALSE
26,"16",0,35000,50,2,2,35000,35000,152,FALSE
25,"21",0,15000,40,2,2,15000,15000,152,FALSE
2,NA,NA,NA,NA,2,2,NA,NA,152,FALSE
1,NA,NA,NA,NA,2,2,NA,NA,152,FALSE
0,NA,NA,NA,NA,2,2,NA,NA,152,FALSE
0,NA,NA,NA,NA,2,2,NA,NA,152,FALSE
48,"22",0,180000,50,2,1,180000,414000,501,FALSE
41,"21",0,9500,12,2,1,9500,9500,501,FALSE
16,"13",0,0,NA,2,1,0,0,501,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,501,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,501,FALSE
31,"20",0,28000,25,2,1,28000,28000,253,FALSE
33,"19",0,35000,40,2,1,35000,35000,253,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,253,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,253,FALSE
40,"19",0,30000,40,1,1,30000,30000,501,FALSE
46,"20",0,90000,40,2,1,90000,116000,501,FALSE
19,"18",0,0,NA,2,1,0,0,501,FALSE
18,"18",0,6500,10,2,1,6500,6500,501,FALSE
68,"21",17400,0,NA,2,1,0,105400,501,FALSE
63,"19",0,21300,35,2,1,21300,21300,501,FALSE
63,"19",12000,0,NA,2,1,0,20100,501,FALSE
68,"19",18600,2500,5,1,1,2500,81100,501,FALSE
67,"24",24000,180000,40,2,1,180000,204000,501,FALSE
66,"16",2400,26000,50,2,1,26000,28400,501,FALSE
27,"18",0,0,20,2,1,16000,16000,231,FALSE
30,"17",0,42000,40,2,1,42000,42000,231,FALSE
5,"03",NA,NA,NA,2,1,NA,NA,231,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,231,FALSE
63,"19",10800,0,20,2,1,2000,12800,379,FALSE
63,"18",0,0,NA,2,1,0,50300,379,FALSE
28,"14",0,32200,23,2,1,32200,32200,246,FALSE
39,"14",0,90000,80,2,1,90000,90000,501,FALSE
28,"21",0,12000,37,2,1,12000,12000,92,TRUE
26,"23",0,0,NA,2,1,0,0,0,TRUE
7,"05",NA,NA,NA,2,1,NA,NA,NA,NA
38,"21",0,22000,40,2,1,21600,21600,64,TRUE
35,"21",0,0,NA,2,1,0,0,64,TRUE
10,"07",NA,NA,NA,2,1,NA,NA,64,TRUE
8,"05",NA,NA,NA,2,1,NA,NA,64,TRUE
6,"03",NA,NA,NA,2,1,NA,NA,64,TRUE
2,NA,NA,NA,NA,2,1,NA,NA,64,TRUE
53,"16",0,75000,70,2,1,75000,75000,501,FALSE
53,"16",0,75000,80,2,1,75000,75000,501,FALSE
27,"17",0,16000,30,2,1,16200,14900,192,FALSE
23,"19",0,17400,40,2,1,17400,17400,192,FALSE
29,"21",0,17000,40,2,1,17000,17000,230,FALSE
26,"21",0,21000,40,2,1,21000,21000,230,FALSE
25,"18",0,30000,50,2,1,30000,30000,150,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,150,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,150,FALSE
25,"16",0,24000,40,2,1,24000,24000,186,FALSE
25,"03",0,32000,52,2,1,32000,32000,249,FALSE
45,"22",0,40000,50,2,1,40000,40000,501,FALSE
48,"20",0,60000,50,2,1,60000,60000,501,FALSE
19,"18",0,27000,40,2,1,27000,27000,501,FALSE
16,"13",0,8000,20,2,1,8000,8000,501,FALSE
43,"15",0,65000,40,2,1,65000,65000,260,FALSE
38,"20",0,0,NA,2,1,0,0,260,FALSE
17,"14",0,600,6,2,1,600,600,260,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,260,FALSE
32,"16",0,50000,40,2,2,50000,50000,200,FALSE
7,"05",NA,NA,NA,2,2,NA,NA,200,FALSE
6,"03",NA,NA,NA,2,2,NA,NA,200,FALSE
3,"01",NA,NA,NA,2,2,NA,NA,200,FALSE
32,"16",0,0,NA,2,2,0,0,0,TRUE
26,"19",0,33000,40,2,2,33000,33000,193,FALSE
5,"01",NA,NA,NA,2,2,NA,NA,193,FALSE
40,"18",0,0,35,2,2,23000,23000,135,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,135,FALSE
41,"14",0,35000,40,2,1,35000,37700,117,FALSE
17,"12",0,0,NA,2,1,0,0,117,FALSE
13,"09",NA,NA,NA,2,1,NA,NA,117,FALSE
8,"06",NA,NA,NA,2,1,NA,NA,117,FALSE
5,"01",NA,NA,NA,2,1,NA,NA,117,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,117,FALSE
67,"22",16000,29000,45,2,1,29000,45000,381,FALSE
65,"20",15000,0,NA,1,1,0,15000,331,FALSE
62,"20",0,9000,15,2,2,9000,9000,331,FALSE
39,"19",0,30000,16,2,1,30000,41000,331,FALSE
40,"19",0,17000,40,2,1,17000,17000,84,TRUE
18,"16",0,0,NA,2,1,0,0,84,TRUE
16,"12",0,0,NA,2,1,0,0,84,TRUE
39,"22",0,48000,40,2,1,48000,48000,334,FALSE
40,"22",0,58000,36,2,1,58000,58000,334,FALSE
17,"14",0,5000,10,2,1,5000,5000,334,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,334,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,334,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,334,FALSE
36,"19",0,0,NA,2,1,0,0,242,FALSE
40,"22",0,90000,40,2,1,90000,90000,242,FALSE
14,"12",NA,NA,NA,2,1,NA,NA,242,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,242,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,242,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,242,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,242,FALSE
45,"22",0,210000,55,2,1,210000,211200,501,FALSE
44,"22",0,40000,15,2,1,40000,40000,501,FALSE
13,"10",NA,NA,NA,2,1,NA,NA,501,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
8,"05",NA,NA,NA,1,1,NA,NA,501,FALSE
40,"21",0,0,NA,2,1,0,0,363,FALSE
40,"18",0,120000,50,2,1,120000,120000,363,FALSE
17,"14",0,600,6,2,1,600,600,363,FALSE
15,"12",0,0,NA,2,1,NA,900,363,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,363,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,363,FALSE
35,"18",0,54000,50,2,1,54000,54000,389,FALSE
32,"16",0,43000,50,2,1,43000,43000,389,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,389,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,389,FALSE
59,"16",0,33000,40,2,1,33000,33000,272,FALSE
68,"16",12400,0,NA,1,1,0,12400,272,FALSE
70,"19",18000,0,NA,2,1,0,18000,216,FALSE
70,"18",9600,0,NA,2,1,0,14300,216,FALSE
63,"21",12500,8000,29,2,2,8000,20700,158,FALSE
27,"18",0,25200,40,2,1,25200,25200,181,FALSE
19,"16",0,4700,40,1,1,4700,4700,181,FALSE
31,"21",0,0,NA,2,1,0,0,501,FALSE
37,"21",0,0,70,2,1,319000,319000,501,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,501,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,501,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,501,FALSE
40,"19",0,46000,45,2,1,46000,46000,276,FALSE
54,"19",0,0,NA,2,2,0,0,276,FALSE
45,"22",0,63000,40,2,1,63000,63000,484,FALSE
41,"16",26400,0,NA,1,1,0,26400,370,FALSE
14,"12",NA,NA,NA,2,1,NA,NA,370,FALSE
67,"16",19200,8000,25,2,1,8000,48300,370,FALSE
23,"18",0,18000,40,2,1,18000,18000,423,FALSE
22,"21",0,53000,40,2,1,53000,53000,423,FALSE
56,"21",0,55000,40,2,1,55000,55020,492,FALSE
23,"19",0,26000,40,2,1,26000,26000,492,FALSE
66,"16",19800,60000,56,2,1,60000,79800,501,FALSE
35,"16",0,0,NA,1,1,0,9200,70,TRUE
54,"21",0,150000,40,2,1,150000,155000,501,FALSE
53,"21",0,0,NA,2,1,0,15000,501,FALSE
23,"20",0,8000,20,2,1,8000,8000,501,FALSE
30,"20",0,15000,25,2,1,15000,15000,501,FALSE
66,"21",0,150000,40,2,1,150000,160500,501,FALSE
61,"18",0,12300,20,2,1,12300,12300,501,FALSE
28,"16",0,36900,40,2,1,36900,36900,501,FALSE
26,"20",0,26000,30,2,1,26000,26000,501,FALSE
38,"18",0,0,NA,2,1,0,0,426,FALSE
39,"24",0,125000,70,1,1,125000,125000,426,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,426,FALSE
6,"01",NA,NA,NA,2,1,NA,NA,426,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,426,FALSE
33,"21",0,18700,35,2,1,25900,25900,424,FALSE
32,"19",0,44800,35,1,1,44800,44800,424,FALSE
35,"21",0,55000,43,2,1,55000,55000,425,FALSE
26,"21",0,25000,40,2,1,25000,25000,429,FALSE
27,"19",0,60000,40,2,1,60000,60000,429,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,429,FALSE
22,"19",0,27000,40,2,1,27000,27000,429,FALSE
71,"19",21000,0,NA,2,1,0,29600,250,FALSE
46,"19",0,76000,84,2,1,76000,76000,485,FALSE
38,"18",0,18000,16,2,1,18000,21800,485,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,485,FALSE
49,"14",0,22000,36,2,2,22000,22000,392,FALSE
44,"11",0,25000,40,2,2,25000,25000,392,FALSE
30,"16",0,46000,50,2,1,46000,46000,392,FALSE
20,"18",0,8000,30,2,2,8000,8000,392,FALSE
51,"21",0,45000,40,2,1,45000,45000,310,FALSE
53,"21",0,30000,50,2,1,30000,30000,310,FALSE
21,"19",0,5000,20,2,1,5000,5000,310,FALSE
15,"12",0,0,NA,2,1,NA,0,310,FALSE
85,"19",9700,0,NA,2,1,0,12700,311,FALSE
84,"18",18000,0,NA,1,1,0,33500,311,FALSE
31,"16",0,90000,40,2,1,90000,90000,269,FALSE
31,"19",0,0,NA,2,1,0,0,269,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,269,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,269,FALSE
5,"03",NA,NA,NA,2,1,NA,NA,269,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,269,FALSE
54,"21",0,27000,50,2,1,27000,27010,163,FALSE
55,"21",0,10,40,2,1,20,20,163,FALSE
53,"21",0,105000,38,2,1,105000,127600,501,FALSE
56,"21",0,70000,40,2,1,70000,88000,501,FALSE
27,"18",0,31200,40,2,1,31200,31200,501,FALSE
24,"17",0,30000,40,2,1,30000,30000,501,FALSE
66,"21",8600,54000,40,2,1,54000,94500,382,FALSE
62,"19",3200,0,NA,2,1,0,3200,382,FALSE
37,"13",0,0,NA,2,2,0,0,382,FALSE
24,"17",0,0,NA,2,1,0,0,382,FALSE
27,"19",0,33800,40,2,1,33800,33800,262,FALSE
36,"22",0,70000,40,2,1,70000,70000,372,FALSE
35,"16",0,24700,38,2,1,24700,24700,372,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,372,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,372,FALSE
49,"19",0,25000,40,2,1,25000,25000,193,FALSE
55,"19",0,0,NA,1,2,0,4800,37,TRUE
70,"20",1500,0,NA,2,1,0,1760,14,TRUE
41,"23",0,1e+05,40,2,1,1e+05,1e+05,376,FALSE
38,"23",0,25000,50,2,1,25000,25000,376,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,376,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,376,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,376,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,376,FALSE
80,"16",17400,0,NA,1,1,0,17400,257,FALSE
78,"16",10800,10800,25,2,1,10800,21600,257,FALSE
70,"22",34300,0,NA,2,1,0,86300,501,FALSE
68,"19",19300,0,NA,2,1,0,29900,250,FALSE
74,"19",24000,0,5,2,1,1500,25500,169,FALSE
69,"19",0,0,NA,2,1,0,0,169,FALSE
30,"22",0,129000,40,2,1,129000,129100,444,FALSE
28,"21",0,0,16,2,1,3500,3500,444,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,444,FALSE
4,"02",NA,NA,NA,2,1,NA,NA,444,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,444,FALSE
46,"20",0,32000,40,2,1,32000,52000,303,FALSE
17,"14",0,0,NA,2,1,0,0,303,FALSE
51,"15",0,36000,40,2,1,36000,36000,278,FALSE
31,"14",9600,0,NA,1,1,0,9600,74,TRUE
21,"16",0,14000,35,2,1,14000,14000,108,FALSE
34,"21",0,0,NA,2,1,0,0,274,FALSE
32,"22",0,90000,40,2,1,90000,90000,274,FALSE
7,"03",NA,NA,NA,2,1,NA,NA,274,FALSE
5,"01",NA,NA,NA,2,1,NA,NA,274,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,274,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,274,FALSE
28,"20",0,63000,40,2,1,63000,63000,491,FALSE
26,"21",0,5000,45,2,1,5000,5000,39,TRUE
53,"18",0,76000,40,1,1,76000,76000,501,FALSE
46,"21",0,36000,40,2,1,36000,36000,501,FALSE
41,"10",0,64000,60,2,1,64000,64000,497,FALSE
38,"10",0,5800,60,2,2,5800,5800,45,TRUE
30,"16",0,0,NA,2,1,0,0,254,FALSE
34,"19",0,84000,53,2,1,84000,84000,254,FALSE
8,"06",NA,NA,NA,2,1,NA,NA,254,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,254,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,254,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,254,FALSE
65,"23",0,2e+05,50,2,1,2e+05,200500,501,FALSE
67,"21",17000,0,NA,2,1,0,34000,501,FALSE
58,"20",0,30000,40,2,1,30000,30000,309,FALSE
16,"12",19100,3500,30,2,1,3500,22600,309,FALSE
88,"19",10200,0,NA,1,1,0,15600,132,FALSE
71,"19",18300,1000,12,2,1,1000,19300,434,FALSE
71,"21",21900,24000,39,2,1,24000,45900,434,FALSE
51,"14",9000,0,NA,2,1,0,9000,69,TRUE
23,"19",0,18000,20,2,1,18000,18000,197,FALSE
21,"19",0,15000,30,2,1,15000,15000,197,FALSE
37,"21",0,45000,40,2,1,45000,45000,142,FALSE
36,"20",0,2400,29,2,1,2400,2400,142,FALSE
13,"10",NA,NA,NA,2,1,NA,NA,142,FALSE
10,"08",NA,NA,NA,2,1,NA,NA,142,FALSE
8,"06",NA,NA,NA,2,1,NA,NA,142,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,142,FALSE
82,"16",13000,0,NA,2,1,0,28000,233,FALSE
35,"20",0,0,NA,2,1,0,0,255,FALSE
37,"19",0,75000,40,2,1,75000,75000,255,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,255,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,255,FALSE
15,"11",0,0,NA,2,1,NA,0,255,FALSE
63,"16",14000,0,NA,2,1,0,16000,124,FALSE
71,"18",17000,0,25,2,1,18000,35000,296,FALSE
62,"19",27400,80000,40,2,1,80000,107400,458,FALSE
61,"16",12500,0,NA,1,1,0,12500,458,FALSE
32,"19",0,5000,20,2,1,5000,5000,458,FALSE
